customerID,churn_prediction,churn_probability,top_shap_features
1755-FZQEC,0,0.044893585,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'PaymentMethod', 'StreamingMovies'], 'values': [-1.072196364402771, -0.893147349357605, -0.3262423574924469, -0.21117578446865082, -0.1756773591041565]}"
3115-JPJDD,0,0.09962448,"{'features': ['Contract', 'tenure', 'OnlineSecurity', 'service', 'great'], 'values': [-1.1454724073410034, -0.7112354636192322, -0.4488470256328583, 0.30639517307281494, 0.2560681998729706]}"
5600-KTXFM,0,0.34860632,"{'features': ['Contract', 'Dependents', 'PaymentMethod', 'TotalCharges', 'and'], 'values': [0.7635461091995239, -0.48934513330459595, -0.48104327917099, -0.28725665807724, -0.24227073788642883]}"
3871-IKPYH,1,0.89776707,"{'features': ['tenure', 'Contract', 'SeniorCitizen', 'OnlineSecurity', 'PaperlessBilling'], 'values': [1.1173713207244873, 0.872336208820343, -0.2819776237010956, 0.25044509768486023, -0.2164660543203354]}"
6319-IEJWJ,0,0.45513263,"{'features': ['Contract', 'MonthlyCharges', 'Dependents', 'gender', 'TotalCharges'], 'values': [0.6890034675598145, 0.49354755878448486, -0.3166183829307556, -0.217915877699852, -0.2082342803478241]}"
9025-AOMKI,1,0.9610897,"{'features': ['tenure', 'MonthlyCharges', 'Contract', 'SentimentScore', 'OnlineSecurity'], 'values': [0.9696094393730164, 0.8852511048316956, 0.7835375070571899, -0.3514983654022217, 0.19670578837394714]}"
6339-TBELP,0,0.01900319,"{'features': ['Contract', 'tenure', 'TechSupport', 'DeviceProtection', 'EmojiCount'], 'values': [-1.9565422534942627, -1.1991808414459229, -0.41754332184791565, -0.28080692887306213, 0.22664028406143188]}"
7964-YESJC,0,0.08275283,"{'features': ['Contract', 'PaymentMethod', 'MonthlyCharges', 'tenure', 'OnlineSecurity'], 'values': [0.5911687612533569, -0.5240186452865601, -0.5178498029708862, -0.4124055504798889, -0.3838483691215515]}"
6173-GOLSU,1,0.6485053,"{'features': ['tenure', 'Contract', 'MonthlyCharges', 'TechSupport', 'is'], 'values': [-0.7635120153427124, 0.49274513125419617, 0.47679513692855835, 0.2884400188922882, 0.25519269704818726]}"
5275-SQEIZ,1,0.84184456,"{'features': ['tenure', 'Contract', 'customer', 'PaymentMethod', 'MonthlyCharges'], 'values': [1.560433030128479, 0.7969877123832703, -0.55549556016922, -0.39150017499923706, 0.2758820652961731]}"
7716-YTYHG,0,0.49416012,"{'features': ['Contract', 'hai', 'MonthlyCharges', 'tenure', 'Dependents'], 'values': [-0.8533551096916199, 0.41041457653045654, 0.37647905945777893, -0.3681822121143341, -0.3245407044887543]}"
9938-ZREHM,0,0.04682161,"{'features': ['Contract', 'SentimentScore', 'tenure', 'TechSupport', 'MonthlyCharges'], 'values': [-0.8107978105545044, -0.6870174407958984, -0.363023579120636, -0.2722402811050415, -0.2603839039802551]}"
7950-XWOVN,0,0.2678705,"{'features': ['MonthlyCharges', 'Contract', 'PhoneService', 'PaymentMethod', 'is'], 'values': [-0.9628806114196777, 0.6264454126358032, 0.5983883142471313, -0.5234844088554382, -0.4708074927330017]}"
4390-KYULV,0,0.19910465,"{'features': ['MonthlyCharges', 'Contract', 'tenure', 'customer', 'is'], 'values': [-1.143272042274475, 0.7047212719917297, 0.5028526186943054, -0.2714272737503052, -0.263170063495636]}"
4647-MUZON,1,0.5084827,"{'features': ['MonthlyCharges', 'Contract', 'hai', 'TotalCharges', 'DeviceProtection'], 'values': [0.7534815073013306, 0.7448493242263794, -0.276212215423584, -0.26593631505966187, -0.2461807131767273]}"
9702-AIUJO,0,0.012610977,"{'features': ['MonthlyCharges', 'Contract', 'SentimentScore', 'tenure', 'Dependents'], 'values': [-1.0639828443527222, -0.9371141791343689, -0.920516848564148, -0.6086178421974182, -0.3195628821849823]}"
8849-PRIQJ,0,0.20372999,"{'features': ['MonthlyCharges', 'Contract', 'Dependents', 'tenure', 'OnlineSecurity'], 'values': [1.0684247016906738, -0.6946438550949097, -0.65265953540802, -0.6019026637077332, -0.38042137026786804]}"
8851-RAGOV,0,0.1474067,"{'features': ['Contract', 'TechSupport', 'tenure', 'speed', 'hai'], 'values': [0.6505536437034607, -0.5785971283912659, -0.5330582857131958, 0.4933428466320038, -0.42188388109207153]}"
1304-NECVQ,1,0.8931818,"{'features': ['Contract', 'tenure', 'MultipleLines', 'OnlineSecurity', 'MonthlyCharges'], 'values': [0.8961719274520874, 0.48788776993751526, 0.32138127088546753, 0.2671186923980713, 0.2660110294818878]}"
5396-IZEPB,0,0.056870334,"{'features': ['MonthlyCharges', 'Contract', 'TotalCharges', 'it', 'TechSupport'], 'values': [-1.0921598672866821, 0.5837590098381042, -0.2755517363548279, -0.26761406660079956, -0.2600398659706116]}"
1729-VLAZJ,0,0.0208362,"{'features': ['Contract', 'MonthlyCharges', 'PaymentMethod', 'TechSupport', 'PhoneService'], 'values': [-1.1921888589859009, -0.8582557439804077, -0.48217645287513733, -0.3595741093158722, 0.3542940020561218]}"
8285-ABVLB,0,0.006027057,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'frustrated', 'so'], 'values': [-2.186213493347168, -1.1089545488357544, -0.7057338953018188, -0.27828946709632874, -0.1980079859495163]}"
0701-TJSEF,0,0.082321204,"{'features': ['bills', 'TechSupport', 'Contract', 'OnlineSecurity', 'MonthlyCharges'], 'values': [-0.8250858783721924, -0.7471391558647156, 0.6152122020721436, -0.4594815671443939, -0.4060649871826172]}"
5712-VBOXD,0,0.25611347,"{'features': ['MonthlyCharges', 'Contract', 'is', 'tenure', 'customer'], 'values': [-1.2079269886016846, 0.7360337972640991, -0.3792329430580139, 0.36997202038764954, -0.31091219186782837]}"
6629-LADHQ,0,0.43224066,"{'features': ['Contract', 'OnlineSecurity', 'MonthlyCharges', 'PaymentMethod', 'tenure'], 'values': [0.806037187576294, -0.7376552820205688, -0.6226102709770203, -0.4703983962535858, 0.46489226818084717]}"
8945-GRKHX,1,0.9024613,"{'features': ['tenure', 'Contract', 'Dependents', 'MonthlyCharges', 'gender'], 'values': [1.093335747718811, 0.830377459526062, -0.5490834712982178, 0.3284232020378113, 0.23162269592285156]}"
1559-DTODC,0,0.40892178,"{'features': ['MonthlyCharges', 'Contract', 'PhoneService', 'tenure', 'TotalCharges'], 'values': [-1.2945899963378906, 0.6927521228790283, 0.3975577652454376, -0.30166181921958923, -0.23827044665813446]}"
4797-MIWUM,0,0.087350175,"{'features': ['MonthlyCharges', 'Contract', 'Dependents', 'gender', 'PaymentMethod'], 'values': [-1.6133946180343628, 0.599311888217926, -0.5365975499153137, -0.24385938048362732, 0.23446522653102875]}"
6959-UWKHF,1,0.897008,"{'features': ['tenure', 'Contract', 'MonthlyCharges', 'TotalCharges', 'SentimentScore'], 'values': [0.9522697329521179, 0.8175248503684998, -0.8136388063430786, -0.34605687856674194, 0.2890218198299408]}"
8720-RQSBJ,1,0.65542644,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'TotalCharges', 'OnlineSecurity'], 'values': [0.8722566366195679, -0.8387079238891602, 0.8156039118766785, -0.6390320658683777, 0.22204197943210602]}"
4537-CIBHB,0,0.010983072,"{'features': ['MonthlyCharges', 'Contract', 'SentimentScore', 'customer', 'Dependents'], 'values': [-1.2907521724700928, -1.1050618886947632, -0.39391133189201355, -0.3524448573589325, -0.2803730368614197]}"
3815-SLMEF,0,0.2638865,"{'features': ['MonthlyCharges', 'SentimentScore', 'Contract', 'PaymentMethod', 'OnlineSecurity'], 'values': [-1.0733405351638794, -0.6821053624153137, 0.6325914263725281, -0.5185312628746033, -0.45944902300834656]}"
5154-VEKBL,1,0.56872684,"{'features': ['Contract', 'OnlineSecurity', 'PhoneService', 'MonthlyCharges', 'TechSupport'], 'values': [0.6567742228507996, -0.6523998975753784, 0.5991591811180115, -0.5874938368797302, -0.3315163254737854]}"
4324-AHJKS,0,0.3025449,"{'features': ['MonthlyCharges', 'Contract', 'the', 'tenure', 'OnlineSecurity'], 'values': [-0.7681219577789307, 0.7353927493095398, -0.6384937763214111, 0.39309585094451904, -0.3914245367050171]}"
4355-CVPVS,0,0.08153443,"{'features': ['Contract', 'tenure', 'Dependents', 'DeviceProtection', 'InternetService'], 'values': [-0.931601345539093, -0.8589248061180115, -0.3633418381214142, 0.13542115688323975, -0.13502389192581177]}"
4495-LHSSK,0,0.16461156,"{'features': ['PaymentMethod', 'MonthlyCharges', 'Contract', 'OnlineSecurity', 'tenure'], 'values': [-0.6322702169418335, -0.5938483476638794, 0.5883691310882568, -0.5863311290740967, -0.2809928357601166]}"
5655-JSMZM,1,0.8880978,"{'features': ['MonthlyCharges', 'Contract', 'tenure', 'loving', 'the'], 'values': [0.902492344379425, 0.7615674734115601, -0.6071104407310486, -0.46311885118484497, 0.34310248494148254]}"
5915-ANOEI,0,0.00886299,"{'features': ['Contract', 'tenure', 'OnlineSecurity', 'PaymentMethod', 'InternetService'], 'values': [-2.0165655612945557, -0.6666886210441589, -0.5475869178771973, -0.39165931940078735, 0.23465046286582947]}"
9861-PDSZP,0,0.06722011,"{'features': ['Contract', 'tenure', 'MonthlyCharges', 'TechSupport', 'so'], 'values': [-1.9388467073440552, -1.715818166732788, 1.1461044549942017, -0.483911395072937, 0.36125418543815613]}"
4505-EXZHB,1,0.69442797,"{'features': ['Contract', 'tenure', 'SeniorCitizen', 'DeviceProtection', 'OnlineSecurity'], 'values': [0.890579879283905, 0.5102196931838989, -0.28169745206832886, -0.2592412233352661, 0.19703970849514008]}"
7225-CBZPL,0,0.41873515,"{'features': ['Contract', 'SentimentScore', 'MonthlyCharges', 'Partner', 'TotalCharges'], 'values': [0.6533792018890381, -0.38764747977256775, 0.36939114332199097, -0.281480997800827, -0.27222320437431335]}"
6704-UTUKK,1,0.5741717,"{'features': ['PhoneService', 'MonthlyCharges', 'tenure', 'Contract', 'TotalCharges'], 'values': [0.9180963635444641, -0.8393679857254028, -0.7511402368545532, 0.5972159504890442, -0.3434840738773346]}"
4587-VVTOX,1,0.959907,"{'features': ['MonthlyCharges', 'Contract', 'tenure', 'OnlineBackup', 'SentimentScore'], 'values': [1.50734543800354, 0.7192163467407227, 0.6918071508407593, -0.32958927750587463, -0.19498366117477417]}"
2019-HDCZY,0,0.0900638,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'OnlineBackup', 'customer'], 'values': [-1.7870014905929565, 0.9091097712516785, -0.8841248750686646, 0.31792718172073364, -0.2827840745449066]}"
4652-NNHNY,1,0.5273918,"{'features': ['Contract', 'TotalCharges', 'is', 'PaymentMethod', 'TechSupport'], 'values': [0.7731101512908936, -0.33019134402275085, -0.23367592692375183, -0.21955737471580505, 0.2061651051044464]}"
8788-DOXSU,0,0.045679092,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'SentimentScore', 'customer'], 'values': [-0.7037273049354553, -0.66957026720047, -0.6152378916740417, -0.442752867937088, -0.3105216324329376]}"
7404-JLKQG,1,0.6589387,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'StreamingTV', 'OnlineSecurity'], 'values': [0.8398981690406799, -0.7151227593421936, 0.5175691843032837, -0.2599327266216278, 0.2246248424053192]}"
7421-ZLUPA,0,0.2131892,"{'features': ['MonthlyCharges', 'Contract', 'PaymentMethod', 'PhoneService', 'not'], 'values': [-1.310473084449768, 0.6867803335189819, -0.6725411415100098, 0.47897768020629883, -0.32109400629997253]}"
8972-HJWNV,1,0.84105724,"{'features': ['MonthlyCharges', 'kabhi', 'Contract', 'bilkul', 'tenure'], 'values': [0.8786032795906067, -0.7672973275184631, 0.7497687339782715, -0.47736167907714844, 0.4479653835296631]}"
3274-NSDWE,0,0.015284092,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'TotalCharges', 'PaymentMethod'], 'values': [-2.246831178665161, -0.875564455986023, -0.5250790119171143, -0.2299647331237793, -0.09577357769012451]}"
2632-IVXVF,0,0.05417582,"{'features': ['Contract', 'MonthlyCharges', 'bills', 'tenure', 'every'], 'values': [-1.7569377422332764, 0.6939008235931396, -0.5410593152046204, -0.47340941429138184, 0.39184167981147766]}"
3692-JHONH,0,0.31870598,"{'features': ['MonthlyCharges', 'Contract', 'tenure', 'SentimentScore', 'OnlineBackup'], 'values': [1.2503646612167358, -0.9818916320800781, -0.49365246295928955, 0.35408544540405273, -0.3308558166027069]}"
8915-NNTRC,0,0.014739683,"{'features': ['Contract', 'tenure', 'MonthlyCharges', 'Dependents', 'OnlineSecurity'], 'values': [-1.8266252279281616, -1.6011892557144165, 0.8824574947357178, -0.41521015763282776, -0.392564594745636]}"
5914-GXMDA,0,0.008899019,"{'features': ['MonthlyCharges', 'Contract', 'the', 'tenure', 'StreamingMovies'], 'values': [-1.157346487045288, -1.1042163372039795, -0.9923673272132874, -0.46742475032806396, -0.2529130280017853]}"
7463-IFMQU,0,0.012306002,"{'features': ['Contract', 'tenure', 'MonthlyCharges', 'InternetService', 'PhoneService'], 'values': [-2.2375988960266113, -1.2117997407913208, -0.7192431092262268, -0.0812360942363739, -0.08040478080511093]}"
2920-RNCEZ,1,0.55367166,"{'features': ['tenure', 'Contract', 'SentimentScore', 'Dependents', 'OnlineSecurity'], 'values': [1.0410535335540771, 0.789375364780426, -0.5269414186477661, -0.48549017310142517, 0.23264575004577637]}"
2541-YGPKE,0,0.14664063,"{'features': ['Contract', 'MonthlyCharges', 'OnlineSecurity', 'TechSupport', 'InternetService'], 'values': [-0.534116268157959, -0.4905034899711609, -0.3800215423107147, -0.28772231936454773, 0.24597610533237457]}"
8515-OCTJS,0,0.11984375,"{'features': ['Contract', 'MonthlyCharges', 'TotalCharges', 'MultipleLines', 'gender'], 'values': [-2.1647326946258545, -0.6621159315109253, 0.2363836020231247, 0.2283056527376175, 0.1206531748175621]}"
5382-TEMLV,0,0.13853806,"{'features': ['MonthlyCharges', 'OnlineSecurity', 'Contract', 'tenure', 'not'], 'values': [-0.858637273311615, -0.6739782691001892, 0.6557259559631348, -0.6171845197677612, -0.3213271200656891]}"
3441-CGZJH,0,0.09151948,"{'features': ['Contract', 'MonthlyCharges', 'TechSupport', 'Dependents', 'PhoneService'], 'values': [-0.8464375138282776, -0.4454120993614197, -0.4384550154209137, -0.41792425513267517, 0.3770834803581238]}"
9592-ERDKV,0,0.15953596,"{'features': ['Contract', 'OnlineSecurity', 'tenure', 'PaymentMethod', 'InternetService'], 'values': [-0.8680905699729919, -0.43871280550956726, -0.32814258337020874, -0.29661375284194946, 0.22125659883022308]}"
2860-RANUS,1,0.6664113,"{'features': ['Contract', 'the', 'MonthlyCharges', 'TotalCharges', 'TechSupport'], 'values': [0.7549189329147339, -0.6769738793373108, 0.41102921962738037, -0.2631286680698395, 0.1945340484380722]}"
5261-QSHQM,1,0.8786997,"{'features': ['MonthlyCharges', 'Contract', 'PhoneService', 'tenure', 'PaymentMethod'], 'values': [-1.2286772727966309, 0.8303141593933105, 0.4930153489112854, 0.4236995279788971, 0.22804830968379974]}"
4778-IZARL,0,0.10002502,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'TotalCharges', 'OnlineSecurity'], 'values': [-1.7169519662857056, 1.2281209230422974, -0.6468757390975952, 0.42244577407836914, -0.40897518396377563]}"
0432-CAJZV,1,0.6497619,"{'features': ['Contract', 'tenure', 'MonthlyCharges', 'PaymentMethod', 'gender'], 'values': [0.8171936869621277, 0.5104097127914429, 0.48731881380081177, -0.4353974461555481, -0.285909503698349]}"
7008-LZVOZ,0,0.009229184,"{'features': ['Contract', 'MonthlyCharges', 'TotalCharges', 'tenure', 'Dependents'], 'values': [-1.9837926626205444, -0.966958224773407, -0.37378808856010437, -0.36458340287208557, -0.32897648215293884]}"
8868-WOZGU,1,0.7121443,"{'features': ['MonthlyCharges', 'Contract', 'tenure', 'OnlineBackup', 'TechSupport'], 'values': [1.0593267679214478, 0.6935893297195435, -0.3498667776584625, -0.26235121488571167, 0.25367066264152527]}"
1200-TUZHR,1,0.7981695,"{'features': ['Contract', 'customer', 'MonthlyCharges', 'tenure', 'support'], 'values': [0.8285017609596252, -0.6382524967193604, 0.44755423069000244, 0.39954420924186707, -0.3022029399871826]}"
9365-CSLBQ,0,0.0077420557,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'TotalCharges', 'Dependents'], 'values': [-1.937772512435913, -1.0595344305038452, -0.9413771629333496, -0.38841789960861206, -0.3628460764884949]}"
1334-FJSVR,1,0.8507107,"{'features': ['MonthlyCharges', 'tenure', 'Contract', 'PhoneService', 'SentimentScore'], 'values': [-1.1509279012680054, 0.9950225353240967, 0.7968822717666626, 0.5314205288887024, -0.3700883984565735]}"
5884-FBCTL,0,0.004431583,"{'features': ['Contract', 'tenure', 'MonthlyCharges', 'Dependents', 'complaints'], 'values': [-1.9713499546051025, -1.2741259336471558, -0.9519174098968506, -0.37836503982543945, -0.3477584421634674]}"
7130-CTCUS,0,0.27122346,"{'features': ['MonthlyCharges', 'Contract', 'OnlineSecurity', 'SeniorCitizen', 'TechSupport'], 'values': [-0.6432161331176758, 0.608601450920105, -0.5524418950080872, -0.26034432649612427, 0.19249796867370605]}"
6242-FEGFD,0,0.029917788,"{'features': ['Contract', 'tenure', 'OnlineSecurity', 'TechSupport', 'MonthlyCharges'], 'values': [-1.9070806503295898, -0.6167420744895935, -0.4479249119758606, -0.42419570684432983, 0.3745466470718384]}"
7625-XCQRH,1,0.8058803,"{'features': ['Contract', 'average', 'experience', 'PaymentMethod', 'OnlineSecurity'], 'values': [0.8373985290527344, -0.8155306577682495, 0.2526625990867615, 0.24665796756744385, 0.20712733268737793]}"
6194-HBGQN,0,0.09205143,"{'features': ['Contract', 'tenure', 'OnlineSecurity', 'service', 'DeviceProtection'], 'values': [-0.8780466914176941, -0.3731253147125244, -0.36110401153564453, 0.3389708399772644, -0.28232863545417786]}"
7634-WSWDB,0,0.12199369,"{'features': ['MonthlyCharges', 'the', 'Dependents', 'Contract', 'PhoneService'], 'values': [-1.123157024383545, -0.7202836871147156, -0.7177364826202393, 0.6004743576049805, 0.39694613218307495]}"
6986-IXNDM,0,0.49823427,"{'features': ['Contract', 'customer', 'MonthlyCharges', 'support', 'MultipleLines'], 'values': [0.691673755645752, -0.6616241931915283, 0.43003442883491516, -0.33341184258461, -0.26208510994911194]}"
1731-TVIUK,1,0.8997813,"{'features': ['MonthlyCharges', 'Contract', 'tenure', 'TechSupport', 'OnlineBackup'], 'values': [0.9123800992965698, 0.8402684926986694, 0.6357218027114868, -0.5165289640426636, -0.3819141983985901]}"
2987-BJXIK,0,0.030190999,"{'features': ['Contract', 'tenure', 'OnlineSecurity', 'PaymentMethod', 'you'], 'values': [-1.8932621479034424, -0.7846391797065735, -0.5734890699386597, -0.4190857410430908, 0.26304540038108826]}"
9769-TSBZE,0,0.015572687,"{'features': ['Contract', 'tenure', 'OnlineSecurity', 'MonthlyCharges', 'is'], 'values': [-1.8244260549545288, -0.7908722758293152, -0.43220987915992737, -0.345069020986557, -0.23265673220157623]}"
0406-BPDVR,1,0.60838413,"{'features': ['Contract', 'MonthlyCharges', 'TotalCharges', 'tenure', 'TechSupport'], 'values': [-1.1367943286895752, 1.055863380432129, 0.3908745348453522, -0.29901716113090515, 0.19699352979660034]}"
0618-XWMSS,0,0.23773783,"{'features': ['Contract', 'OnlineSecurity', 'MonthlyCharges', 'Dependents', 'tenure'], 'values': [0.6569139361381531, -0.5150158405303955, -0.3062664866447449, -0.30566245317459106, -0.2498401552438736]}"
1395-WSWXR,0,0.005590081,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'hai', 'PaymentMethod'], 'values': [-2.264338970184326, -1.1070177555084229, -0.4028032124042511, -0.3737950325012207, -0.26394981145858765]}"
6023-GSSXW,0,0.015589727,"{'features': ['Contract', 'tenure', 'the', 'MonthlyCharges', 'OnlineSecurity'], 'values': [-2.098759889602661, -0.7965970039367676, -0.6566101312637329, -0.5830920934677124, 0.2025381326675415]}"
6752-APNJL,0,0.068401374,"{'features': ['tenure', 'the', 'PaymentMethod', 'Contract', 'MonthlyCharges'], 'values': [-0.7195624709129333, -0.6769775152206421, -0.4959937334060669, 0.43775373697280884, -0.3535633087158203]}"
5276-KQWHG,1,0.85758084,"{'features': ['Contract', 'tenure', 'OnlineSecurity', 'SeniorCitizen', 'TechSupport'], 'values': [0.9468445181846619, 0.4130467176437378, 0.20242735743522644, -0.17361626029014587, 0.145069882273674]}"
0420-HLGXF,1,0.561144,"{'features': ['MonthlyCharges', 'tenure', 'Contract', 'is', 'TechSupport'], 'values': [0.875726044178009, -0.700482189655304, 0.6992979645729065, -0.6782475709915161, 0.19823704659938812]}"
7446-KQISO,0,0.16801006,"{'features': ['Contract', 'MonthlyCharges', 'Dependents', 'OnlineBackup', 'SentimentScore'], 'values': [-1.7080082893371582, 1.4080573320388794, -0.4381261467933655, -0.255169153213501, -0.24405789375305176]}"
9823-EALYC,0,0.00442317,"{'features': ['Contract', 'tenure', 'OnlineSecurity', 'TechSupport', 'is'], 'values': [-1.7466524839401245, -1.5277808904647827, -0.39394447207450867, -0.3716856837272644, -0.2374044954776764]}"
0582-AVCLN,0,0.006695546,"{'features': ['Contract', 'MonthlyCharges', 'SentimentScore', 'tenure', 'it'], 'values': [-2.018571138381958, -1.2538213729858398, -0.575014591217041, -0.5171524286270142, -0.28097179532051086]}"
5803-NQJZO,0,0.04353615,"{'features': ['tenure', 'Contract', 'done', 'MonthlyCharges', 'OnlineSecurity'], 'values': [-1.5643539428710938, -1.443872332572937, 0.48654988408088684, -0.48021870851516724, -0.4440075755119324]}"
2565-JSLRY,1,0.71419245,"{'features': ['tenure', 'MonthlyCharges', 'Contract', 'hai', 'kabhi'], 'values': [1.2983671426773071, -0.8645908236503601, 0.83050537109375, 0.5024378895759583, -0.42092105746269226]}"
2607-DHDAK,0,0.0033085772,"{'features': ['Contract', 'tenure', 'MonthlyCharges', 'Dependents', 'complaints'], 'values': [-1.9711164236068726, -1.2016478776931763, -0.9682928919792175, -0.36322811245918274, -0.2722477912902832]}"
1073-XXCZD,0,0.027365634,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'TotalCharges', 'hai'], 'values': [-2.168588638305664, -0.7797346115112305, -0.3288630545139313, -0.27446457743644714, -0.16309107840061188]}"
0743-HRVFF,0,0.10286791,"{'features': ['Contract', 'PhoneService', 'TechSupport', 'Dependents', 'tenure'], 'values': [-0.7376573085784912, 0.5595394372940063, -0.5175327658653259, -0.481965571641922, -0.44419777393341064]}"
4006-HKYHO,0,0.008843292,"{'features': ['Contract', 'tenure', 'OnlineSecurity', 'TechSupport', 'InternetService'], 'values': [-2.1016101837158203, -0.8243746161460876, -0.4356747269630432, -0.3816119432449341, 0.2752247750759125]}"
3727-JEZTU,0,0.12289794,"{'features': ['MonthlyCharges', 'tenure', 'Contract', 'SentimentScore', 'customer'], 'values': [-1.3408856391906738, 0.8954560160636902, 0.710004985332489, -0.6590611338615417, -0.40247440338134766]}"
8143-ETQTI,0,0.015385511,"{'features': ['Contract', 'MonthlyCharges', 'average', 'tenure', 'Dependents'], 'values': [-2.0039920806884766, -0.7589008212089539, -0.49461793899536133, -0.259285032749176, -0.2361707091331482]}"
6689-KXGBO,1,0.5083682,"{'features': ['tenure', 'Contract', 'MonthlyCharges', 'SentimentScore', 'customer'], 'values': [0.9519186615943909, 0.7576420903205872, -0.6949654817581177, -0.5372097492218018, -0.41618064045906067]}"
9667-TKTVZ,0,0.216074,"{'features': ['MonthlyCharges', 'Contract', 'PaymentMethod', 'TotalCharges', 'TechSupport'], 'values': [-0.8263100981712341, 0.6168045997619629, -0.46711188554763794, -0.4611037075519562, -0.45149362087249756]}"
3657-COGMW,0,0.24429852,"{'features': ['MonthlyCharges', 'tenure', 'Contract', 'OnlineSecurity', 'SentimentScore'], 'values': [0.9211035370826721, -0.6789484024047852, 0.5115159749984741, -0.4252612590789795, -0.27909329533576965]}"
8570-KLJYJ,0,0.014676688,"{'features': ['Contract', 'MonthlyCharges', 'OnlineSecurity', 'PaymentMethod', 'tenure'], 'values': [-1.205853819847107, -0.7791417837142944, -0.5359849333763123, -0.46309420466423035, -0.43593597412109375]}"
7754-IXRMC,1,0.5741204,"{'features': ['tenure', 'Contract', 'MonthlyCharges', 'TotalCharges', 'PaymentMethod'], 'values': [0.9820583462715149, 0.8276036381721497, -0.7474667429924011, -0.5616480708122253, -0.5353842377662659]}"
9473-CBZOP,0,0.020130899,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'OnlineSecurity', 'TotalCharges'], 'values': [-1.0242174863815308, -0.7264195084571838, -0.5178155303001404, -0.42530497908592224, -0.3189121186733246]}"
2969-WGHQO,0,0.031729106,"{'features': ['Contract', 'kabhi', 'MonthlyCharges', 'OnlineSecurity', 'it'], 'values': [-1.3109487295150757, -0.569034218788147, -0.46892520785331726, -0.35943982005119324, 0.31223776936531067]}"
6615-NGGZJ,1,0.78279,"{'features': ['MonthlyCharges', 'Contract', 'kabhi', 'hai', 'it'], 'values': [1.1963714361190796, 0.6930258870124817, -0.6652095913887024, 0.2626795768737793, 0.2380085289478302]}"
4334-HOWRP,0,0.0062920605,"{'features': ['Contract', 'tenure', 'OnlineSecurity', 'PhoneService', 'TechSupport'], 'values': [-1.9527121782302856, -1.4514108896255493, -0.47806912660598755, 0.44178441166877747, -0.4149229824542999]}"
4255-DDUOU,1,0.69911385,"{'features': ['tenure', 'MonthlyCharges', 'Contract', 'Dependents', 'gender'], 'values': [1.3027334213256836, -0.8987034559249878, 0.801858127117157, -0.34450602531433105, 0.2801356315612793]}"
5863-OOKCL,0,0.08631665,"{'features': ['MonthlyCharges', 'Contract', 'PaymentMethod', 'TotalCharges', 'gender'], 'values': [-1.7333182096481323, 0.6581509709358215, -0.44372737407684326, -0.3559552729129791, 0.18543997406959534]}"
1686-STUHN,0,0.04440084,"{'features': ['Contract', 'MonthlyCharges', 'SentimentScore', 'loving', 'the'], 'values': [-1.3858246803283691, -0.7754637002944946, -0.4247433543205261, -0.35641971230506897, 0.2855163812637329]}"
1329-VHWNP,1,0.571125,"{'features': ['MonthlyCharges', 'Contract', 'SentimentScore', 'loving', 'PhoneService'], 'values': [-1.2362006902694702, 0.7913906574249268, -0.5218380689620972, -0.44842350482940674, 0.2686206102371216]}"
2984-MIIZL,1,0.903918,"{'features': ['Contract', 'tenure', 'OnlineSecurity', 'gender', 'DeviceProtection'], 'values': [0.8679940700531006, 0.8088740110397339, 0.27571555972099304, -0.24313212931156158, -0.2118668556213379]}"
0266-GMEAO,0,0.004839075,"{'features': ['Contract', 'tenure', 'MonthlyCharges', 'OnlineSecurity', 'Dependents'], 'values': [-1.8761094808578491, -1.6514313220977783, 0.5836247205734253, -0.46144917607307434, -0.36879804730415344]}"
5590-YRFJT,1,0.7228204,"{'features': ['MonthlyCharges', 'Contract', 'PhoneService', 'tenure', 'PaymentMethod'], 'values': [-1.1749975681304932, 0.6831973195075989, 0.6022120714187622, -0.29829514026641846, 0.24305492639541626]}"
5574-NXZIU,0,0.1086836,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'OnlineSecurity', 'OnlineBackup'], 'values': [-1.3547542095184326, 1.3302363157272339, -0.7000401616096497, -0.3736969828605652, -0.24185024201869965]}"
0019-GFNTW,0,0.006891958,"{'features': ['Contract', 'MonthlyCharges', 'tenure', 'TechSupport', 'OnlineSecurity'], 'values': [-2.0420358180999756, -0.7042092084884644, -0.6821648478507996, -0.5686933398246765, -0.41434887051582336]}"
4256-ZWTZI,1,0.5447754,"{'features': ['Contract', 'MonthlyCharges', 'PaymentMethod', 'Dependents', 'tenure'], 'values': [0.6221269965171814, -0.6000617742538452, -0.44064292311668396, -0.427547425031662, 0.3416735827922821]}"
